Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
,Female,USA,Chicago,3.3,21,32.6,,25.4,14,16,39.97,45,66.3,9.6,37.2,3,8,47.1,26.9,2,634.61,2827,0,Q3
27,Male,USA,Los Angeles,4.7,0,,6.1,77.1,6,7,69.44,34,48.4,7.7,16.8,14,2,3.4,16.8,2,506.35,1939,0,Q2
33,Male,USA,Los Angeles,2.4,6,,8.2,71,2,13,64.83,10,27.48,,5,7,0,,8.9,4,650.72,1620,0,Q4
54,Female,India,Bangalore,5,0,17.1,,77.9,5,7.8,53.22,59,36.48,4.3,0,9,0,0,13.9,2,374.58,534,1,Q4
59,Female,USA,Houston,0.5,3,11.9,8.6,70.6,,1,148.45,60,19,,,10,1,16,,4,168.49,0,1,Q3
53,Male,USA,Chicago,2.7,14,23.8,9,59.1,1,15.6,82.87,25,62.52,10.2,29.5,10,5,55.1,,4,1124.24,2919,0,Q4
23,Male,USA,Los Angeles,1.8,7,,7.2,77.5,1,7,55.2,10,25.8,11.5,10.1,8,,18.3,17,2,375.69,879,1,Q3
31,Female,USA,Chicago,1.5,21,36.8,11.4,60.4,6,13,163.03,39,58.5,2.4,17.8,2,3,,23.6,3,2498.85,2073,0,Q3
35,Male,USA,Houston,4,17,,7.8,63.3,2,8,73.01,26,46.1,4,0,3,9,35.9,17.2,3,615.26,3386,0,Q1
44,Male,USA,Phoenix,3.1,4,21.4,1,81,5,6,74.94,9,61,,13.2,6,3,29.2,,1,455.41,109,0,Q1
33,Male,USA,Los Angeles,1.3,20,29.1,11.1,44.3,5,9,103.52,25,46.4,1.1,28.4,7,6,,21.8,1,1064.33,2746,0,Q2
56,Female,USA,Houston,1.1,28,40.3,12.8,47.3,11,16,126.2,36,60.6,4.5,36.8,1,5,35.5,27.6,1,2300.6,3383,0,Q3
31,Female,USA,Chicago,0.8,9,19.3,9.3,40.8,3,14.3,110.88,4,47.04,1.8,35.8,6,1,16.3,27,2,1451.69,228,0,Q4
44,Male,USA,Phoenix,0.2,8,21.4,6.3,49.4,5,12,182.54,8,,,6.4,6,3,15.2,17.9,2,2356.39,,1,Q3
31,Male,USA,Chicago,0.1,9,32.4,11.8,43.5,6,13,190.48,2,30.8,,51.7,5,6,48.6,33.3,4,2022.7,1581,0,Q3
18,Female,USA,Houston,2.3,6,,7.7,62.5,,6.5,87.03,9,29.64,5.9,1.5,6,1,25.2,11.9,1,402.06,1064,1,Q4
29,Female,USA,Houston,1.7,6,37.9,7.7,62.4,3,11,199.37,6,69.2,1,47.7,9,2,,23.5,2,2584.46,1730,1,Q3
51,Male,USA,Phoenix,1.4,7,24.7,9.9,52.2,3,14,73,25,71.6,,13.4,5,3,17.8,21,2,1066.66,961,0,Q1
44,Female,USA,Chicago,3.4,14,33.3,11.7,61.6,4,20.8,115.81,0,78,10.2,36.8,5,6,,33.7,2,1678.92,175,0,Q4
19,Female,USA,Los Angeles,2,35,56.7,17.3,4.2,17,26,76.4,16,43.7,4.6,60.2,1,10,93.3,43.4,2,2003.21,5773,0,Q1
53,Male,USA,Los Angeles,2.7,6,10.3,4.1,86.3,0,4,65.12,21,10.7,4,,6,0,14.1,,3,248.48,1196,1,Q2
28,Other,India,Chennai,2.5,3,10.7,7.8,84.2,0,8,66.56,46,53.9,1.6,13.8,10,0,19.4,4.7,3,441,454,1,Q3
22,Male,USA,Chicago,5.8,12,40.3,7.1,55,6,19,151.65,28,66.9,6.2,22.3,3,3,,,2,3053.33,,0,Q1
20,Male,USA,Los Angeles,3.2,17,49.7,13,55.7,3,14,127.4,33,46.1,0.3,41.4,3,7,50,23.7,3,1476.11,1596,0,Q2
36,Female,USA,Phoenix,0.9,9,14.7,6.8,83.5,1,4,96.98,25,18.3,,6.7,10,0,14.8,0.1,2,417.28,,1,Q3
50,Female,USA,Houston,1.5,15,22.9,6,56.6,3,8,90.68,20,17.1,4.3,4.7,6,1,5.7,13.3,1,588.04,3145,0,Q3
45,Female,USA,Phoenix,3.9,1,7.1,7,79.2,1,2,106.72,6,66.3,7,0,6,0,8.6,14.6,2,221.88,903,1,Q1
37,Male,USA,Chicago,0.3,21,38.5,16.7,40.2,10,18,44.93,8,6.3,2.7,45.5,5,,63.9,29.2,2,734.77,4450,0,Q3
42,Male,USA,Los Angeles,3.5,7,,7.3,67.8,4,12,56.14,22,51.8,8,27.2,4,0,23,22.4,2,704.05,1478,0,Q3
27,Male,India,Chennai,1.9,13,29.9,9.4,63.2,7,11.7,138.53,6,40.56,9.4,18.1,6,2,35.3,10.1,,1188.39,2462,0,Q4
40,Male,USA,Los Angeles,1.3,8,15.1,1,88.7,0,3,53.46,17,40.4,8.8,9.2,5,0,10.7,15.4,4,129.57,2663,1,Q3
47,Female,India,Delhi,2.8,3,11.8,5.4,74.9,0,7.8,72.18,37,51.36,,21.4,5,,,7.6,2,505.94,357,0,Q4
37,Other,USA,New York,1.5,7,18.7,7.2,79.5,1,5,149.21,9,22.8,3.6,5.6,7,3,23,11.4,3,798.64,911,0,Q3
33,Other,USA,Los Angeles,3.6,2,18.9,3.8,46,,12,93.98,132,55.2,6.6,9.7,9,6,,23.5,2,991.49,1199,0,Q1
34,Female,USA,Chicago,2.2,7,23.6,13.1,44.6,,18.2,159.11,9,86.4,,21.1,6,6,38,33.4,2,2392.91,1966,1,Q4
47,Female,USA,Los Angeles,5.9,9,35,10.6,33.2,3,20,125.24,26,23.5,2,33.6,4,6,27.7,26.6,3,2953.05,3418,0,Q1
53,Female,USA,New York,4.2,18,30.9,10,25.9,8,17,73.35,37,83,5.2,49.2,4,7,87.8,32,2,1151.38,2399,0,Q2
34,Male,USA,Los Angeles,2.5,4,39.5,8.2,47.1,5,13,111.97,0,30.24,12.7,,3,3,28.1,17.4,3,977.13,2443,0,Q4
42,Female,India,Chennai,1.6,10,18.1,,71.5,3,10,103.08,18,,4,7.1,8,2,1.1,8.6,4,1183.18,0,0,Q3
47,Male,USA,Chicago,2,23,,10.9,62,7,19.5,110.15,10,12.84,,26.2,9,5,,23,3,1458.1,1520,0,Q4
37,Male,USA,New York,2.9,33,57.7,15.8,25.5,7,23,109.79,8,19.8,6.1,31.5,0,,47.2,39.5,3,2236.7,4093,0,Q2
29,Female,India,Mumbai,5.5,9,13.5,2.7,83.7,2,10,96.09,127,48.9,5,0,6,0,25.2,2.8,5,879.01,1448,1,Q1
37,Female,USA,Phoenix,0.5,5,17.1,9.5,45.5,4,13,79.6,47,43.32,5.6,20,8,1,34,19.1,3,758.75,,0,Q4
28,Male,India,Bangalore,3.7,5,24.6,8.8,54.5,4,11,94.13,4,12.4,,19.1,9,3,,7.8,,1061.91,3551,0,Q3
50,Female,USA,New York,5.5,2,14,8.4,83.6,2,3,73.53,65,7.9,2.3,,6,2,0,15.3,4,179,916,1,Q3
57,Male,India,Bangalore,3.2,17,54,18.2,19.4,5,20,166.11,,56.8,8.2,48.1,2,8,45.3,30.3,2,3521.91,5072,0,Q1
18,Male,USA,Chicago,1.4,20,33.6,10.3,63.3,7,12,126.83,72,31.3,7.1,22.7,3,2,39.7,20.3,1,1424.96,3393,0,Q3
43,Male,USA,Los Angeles,0.4,17,39.3,7.1,41.7,6,22,89.49,31,66.2,7.7,23.3,11,3,62.3,19.9,2,1597.25,2599,1,Q3
40,Male,USA,Chicago,2.1,11,13.6,6.7,53.1,3,10,96.36,1,66.5,8.1,34.8,6,4,,12.8,1,850,1655,0,Q2
41,Female,USA,Houston,0.5,2,12.2,3.7,64.1,3,7.8,78.89,17,72,0.5,0,3,1,17.2,17.9,3,423.09,2317,0,Q4
39,Female,USA,Chicago,0.1,17,25.7,8.5,69.9,3,10,126.4,59,52.5,1.4,11.8,6,2,53.4,22,2,1361.66,586,0,Q2
,Male,India,Chennai,10,15,17.3,3.6,53.8,1,-6.5,113.71,53,15,,20,2,4,,18.1,2,1544.51,631,0,Q4
37,Female,India,Chennai,2.7,19,44.7,14.2,44.9,5,18.2,154.17,6,17.76,14.1,29.6,4,5,58.4,26.6,2,2489.06,3727,0,Q4
33,Female,USA,Los Angeles,2.6,4,16.5,7.7,70.4,5,14.3,83.79,6,98.04,0.6,13.2,12,1,17,17.7,3,854.18,871,0,Q4
25,Male,USA,Houston,2.3,15,32.6,15.1,53.9,3,16.9,117.31,25,53.16,2.8,14.9,2,5,40.7,15.5,4,1298.66,,0,Q4
52,Female,USA,Houston,0.6,8,27.9,8.8,76.8,3,13,116.21,80,,,,5,2,,,1,1579.59,,0,Q1
33,Male,USA,Chicago,5.7,0,11.8,2.2,68.7,0,5,87.89,37,15.1,8.9,0,9,0,3.8,2.4,4,491.13,26,1,Q1
44,Female,USA,Los Angeles,3.5,20,28.7,11.2,56,7,13,188.02,10,,5.1,10.2,6,3,10.4,20.1,3,2074.52,,1,Q1
49,Female,USA,Los Angeles,8.9,20,42,,18.5,15,20,176.72,2,17.6,16.3,57.3,2,,57.8,40.1,1,3500.11,4482,0,Q3
32,Male,USA,Phoenix,1.6,0,17.7,6.9,76.3,3,4,97.63,38,29.5,7.9,0,12,,0,23.4,5,331.33,1293,1,Q3
18,Male,India,Hyderabad,4.6,4,11.4,8,75.6,0,4,85.22,178,66.4,1.3,,8,0,18.8,,2,364.36,338,1,Q1
18,Female,USA,Los Angeles,2.9,7,13.8,5.7,81.6,5,4,169.32,1,21.5,14.4,12.5,7,,4.4,12.4,4,688.61,2064,1,Q2
42,Female,USA,Chicago,2.7,29,49.9,16.9,28,9,21,107.53,40,39.5,3.2,41.8,2,2,56.2,38.5,2,2327.5,3767,0,Q2
29,Male,USA,Houston,1,9,25.6,2.8,81.7,0,9.1,191.06,32,66.6,4.3,16.7,8,2,35.9,14.9,2,1317.84,2090,0,Q4
40,Male,USA,Houston,3.7,5,5.7,9.6,84,1,5,95.65,48,67.9,21.5,4.5,7,3,6.8,,3,504.03,,1,Q1
38,Female,USA,Houston,2.2,19,38.7,11.3,43.4,11,14,100.26,62,34.7,0.4,35.2,4,7,21,20.5,2,1249.96,2045,0,Q2
18,Female,USA,Houston,1.8,13,16.1,10.5,73.1,3,10.4,51.59,53,84.6,0.3,24.1,7,2,16,24.6,1,395.66,824,0,Q4
44,Female,USA,New York,3.1,17,30,8.8,35.4,6,13,120.03,49,21.1,2.2,15.9,7,2,20.6,20,1,1285.81,0,1,Q3
47,Female,USA,Houston,1.5,29,27.1,12.4,56.5,2,11,92.34,16,70.2,,23.3,6,4,17.7,19.8,2,1115.62,642,0,Q3
36,Male,USA,Chicago,7.1,0,26.1,3.9,60.7,5,7,149.31,8,39.5,5.1,2.1,9,2,5,13.3,1,1063.94,51,0,Q1
34,Male,USA,Phoenix,2.7,10,33.5,5.7,53.6,4,14,63.6,9,11.8,1.9,31.4,2,3,53.8,17.7,1,767.4,496,0,Q1
65,Female,USA,Chicago,0.6,13,20.3,12.4,60,4,13,75.71,0,66.7,1,21.6,6,3,11.7,21.6,2,1051.27,2478,0,Q2
56,Male,USA,Phoenix,7.2,17,29.3,12,42.7,6,21,132.31,49,42.9,1.2,20.9,8,5,34.9,21.9,3,2993.55,2434,1,Q2
44,Female,USA,Houston,1.1,13,29.7,8.1,42.1,6,15,160.46,47,28.9,7.7,17.9,2,3,50.8,32.7,4,1973.1,2955,0,Q2
43,Female,India,Delhi,3.5,0,16.6,10.2,57.3,3,11,79.05,30,12.5,4,4.3,7,0,11.6,15.1,3,708.13,,0,Q2
59,Female,India,Delhi,3.7,16,42,,39.4,7,20,109.64,33,23.2,2.2,25.2,7,4,59.2,30.4,3,1864.61,2614,0,Q2
40,Male,India,Chennai,1.6,5,34,,47.3,3,16,62.51,,42.8,7.2,21.2,2,3,20.6,19.4,1,1197.96,2607,0,Q1
54,Male,USA,New York,4.5,24,42.5,16.5,33,13,19,93.44,7,25,6.8,42.7,4,6,80.6,29.2,1,2086.91,3136,0,Q1
39,Male,USA,Phoenix,1.6,17,42.1,13.1,45.2,10,19,75.15,173,2.2,7,31.6,8,4,46.2,32.9,,1405.88,2607,0,Q3
,Female,USA,Chicago,8.2,22,29.5,12.3,32.6,7,23.4,145.07,6,52.68,0.5,23.7,3,6,,31.3,5,2434.67,2010,0,Q4
43,Male,USA,Houston,1.1,8,24.6,7.7,84.2,2,9.1,155.49,102,3.12,,13,7,0,30.1,11.3,3,1105.93,2516,1,Q4
49,Female,USA,New York,7.1,16,33.7,8.4,38.6,8,19,108.4,7,29.4,17.2,25.1,3,3,70.5,30.4,3,2232.51,3361,0,Q2
23,Male,India,Chennai,3.6,10,19.4,4.8,73.5,4,10,102.94,28,53.5,4.9,26.1,12,2,0,10.3,2,1166.21,1464,0,Q1
57,Male,India,Hyderabad,2.3,17,49,13.8,29.8,5,23,40.92,16,38,4.5,32.1,1,5,48.6,26.6,2,1001.04,2481,0,Q1
18,Male,USA,Chicago,5.4,17,23.3,12.4,65.5,5,14,81.17,101,53.3,4.8,19.4,4,3,28.4,30.3,2,1027.68,2110,0,Q3
32,Female,USA,Phoenix,4.1,13,26.9,9.3,53.6,3,11,55.17,28,11.8,11.4,23.5,0,5,45.6,15.4,2,683.58,3526,0,Q1
35,Male,USA,Phoenix,0.6,7,19.3,,62.2,2,9.1,133.62,20,64.32,4.7,31.4,5,1,0.5,12.2,2,790.16,2125,0,Q4
32,Female,USA,New York,0.3,14,27.5,9.4,51.1,5,16.9,63.94,186,88.68,3.2,24.8,4,4,29.3,35.1,3,928.42,3696,0,Q4
24,Female,USA,New York,1.6,8,,4.2,84.5,1,9.1,44.02,6,54.24,4.6,17.6,4,0,41.3,18.8,2,301.78,2838,0,Q4
32,Male,India,Bangalore,3.5,15,32.9,12.3,54.3,7,12,78.85,5,7,2.8,19.9,5,3,14.8,26.8,3,766.73,4089,0,Q1
24,Female,USA,Los Angeles,4.9,14,26.3,9.2,50.7,9,15.6,154.72,125,43.68,2.9,33.6,4,2,27.5,23.4,4,2216.19,3584,0,Q4
37,Male,USA,Los Angeles,0.9,13,29,7.3,60.6,3,7,186.85,,54.9,7.4,31.2,8,1,14.8,8.6,2,1250.19,0,1,Q2
47,Male,India,Bangalore,6.1,5,18.9,7.6,73.8,1,8,109.27,,,11.3,32.7,5,,30.6,12.7,1,705.47,1575,0,Q1
61,Male,USA,Chicago,7.6,12,28.2,12,55.6,4,11,132.58,14,53.2,16.9,31.9,7,3,16,20,1,1396.36,3110,0,Q1
39,Male,USA,Chicago,3.6,6,28.8,6.7,63.8,3,11,144.53,8,51.8,5.9,24.4,7,2,3,27,2,1720.79,1162,0,Q1
21,Female,India,Hyderabad,3,16,26.1,9.2,39.1,3,8,151.29,31,50.3,6.3,16,8,1,14.8,12.7,1,1001.83,2771,1,Q3
30,Male,USA,New York,6.9,30,33.6,12,47.4,8,22,87.33,104,61.5,,44.4,5,4,42.6,29.3,2,1695.18,3240,0,Q1
34,Female,USA,Houston,6.5,8,20,4.5,68.6,3,15.6,79.11,11,63.36,,39.9,4,3,13,19,5,895.51,860,0,Q4
23,Female,India,Bangalore,1.4,24,48,16.7,37.5,9,31.2,171.77,4,31.08,12.2,31.3,7,5,90.3,34.1,4,4825.98,,1,Q4
41,Male,India,Mumbai,1.8,27,42.8,15.9,45.1,11,17,98.44,35,55.8,0.8,32.8,7,6,49.3,,5,1785.51,3879,0,Q3
34,Female,USA,Houston,3.6,9,27,5.5,50.9,8,11,140.88,49,56.1,9.4,16.5,6,2,21.2,14.8,3,1617.83,1833,0,Q3
30,Female,India,Hyderabad,2.9,23,50.7,17.6,30.1,11,24,149.86,7,37.8,,45.4,9,9,84.9,33.4,2,4058.89,,1,Q1
27,Female,India,Hyderabad,3.8,0,17.2,6.9,70.7,2,10.4,151.82,34,33.72,6.1,15.8,6,1,35.1,11.8,,1345.18,654,0,Q4
32,Male,USA,Los Angeles,4.2,0,,8.2,67.5,,9,100.12,51,78.4,,12.2,2,2,,13.7,1,958.29,947,0,Q3
35,Male,USA,Chicago,3.2,12,31.2,11,67.7,4,11,144.53,0,56,14,16.5,1,2,20.3,28.4,4,1272.81,3459,0,Q2
47,Female,USA,New York,3.1,19,34,8.1,46.8,7,9,86.81,3,46.6,7.5,12.4,4,1,21.6,9.1,1,895.64,1882,0,Q1
18,Male,USA,Los Angeles,6.6,8,22.7,,82.5,3,7,203.88,30,65.4,,25.1,5,2,,20.2,2,1322.25,587,0,Q2
18,Female,USA,Houston,1.3,11,23.2,5.9,50.8,3,9,101.21,,28.8,4,12,6,1,,15.3,2,838.89,2168,1,Q1
39,Male,USA,Phoenix,5.3,9,29.6,2.3,57.1,4,14.3,94.45,2,38.76,0.5,35.2,4,0,34.9,27.1,3,1100.82,,0,Q4
48,Female,USA,New York,2.4,9,35.5,6.8,53.4,4,22.1,202.39,45,48.24,,34.3,5,0,,24.5,1,2995.87,3915,0,Q4
40,Female,USA,Los Angeles,4.5,11,27.1,,60.3,2,20.8,111.41,55,29.28,5.4,19.4,7,9,43.8,19.5,2,1760.27,3780,0,Q4
49,Female,India,Mumbai,5.2,14,27.9,14.1,58.4,5,14.3,159.81,1,19.08,3.2,19.1,3,3,36.7,19,1,2067.66,2599,0,Q4
50,Male,USA,Chicago,1.5,5,,,74.3,4,11,133.96,13,22.6,15.8,2.6,6,2,12.3,10.3,2,1423.67,1625,1,Q1
22,Female,USA,Houston,0.8,19,23.2,5.5,62.1,1,11,56.13,50,77.1,1.9,9.3,5,4,26.9,27.2,3,678.81,4035,0,Q2
66,Male,USA,Houston,2.5,11,12.7,3.9,73.9,0,6,134.88,57,32.5,11.5,8.7,4,1,5.8,14.7,1,647.87,928,1,Q3
41,Male,USA,Los Angeles,1.9,5,30.5,9.6,62.8,5,11,102.46,9,82.2,,19.1,2,3,57.8,9.3,2,1023.6,1574,0,Q2
37,Female,USA,Chicago,1.2,22,38.1,11.7,29.5,2,19,106.45,18,74.5,6.5,45.2,3,2,84.7,35.9,3,1636.46,3836,0,Q1
39,Male,USA,New York,10,28,28,14.5,16.3,5,21,162.37,113,21.7,9,20.7,4,8,66,34.1,2,3440.25,4484,0,Q3
23,Female,USA,Chicago,2.4,8,22.5,,66.9,3,9.1,132.67,48,30.24,1.4,3.5,7,2,34.8,16.2,1,804.39,2109,0,Q4
32,Male,USA,Houston,4,10,26.7,6.8,65.8,1,9,69.82,0,26.5,17,1.6,3,2,13.4,18.3,1,601.11,2262,0,Q3
41,Male,USA,Phoenix,7.8,0,14.6,3.3,78.8,3,10,227.1,1,19.4,12,0,7,2,23.9,8.3,2,2475.16,2029,1,Q1
,Female,India,Chennai,3.8,16,19.3,6.9,58.1,4,14.3,107.38,5,69.12,6,18.6,5,4,43.2,18.8,5,1015.06,1331,0,Q4
31,Male,India,Hyderabad,2.5,6,24.1,5.5,73.1,7,7,95.93,35,50.2,10.4,9.4,2,1,32.7,,4,772.32,3497,0,Q1
35,Female,USA,Los Angeles,1.3,19,33.6,,42.6,4,10,103.1,139,10.9,3.4,33.1,7,5,38.5,12.2,1,1163.3,1629,1,Q2
,Female,USA,New York,0.1,5,10,1,88.6,0,11,113.73,13,37.5,11.3,18.1,6,,0,5.8,2,1439.91,834,1,Q3
41,Male,India,Delhi,6.5,15,19.3,7.4,62.4,5,22.1,139.01,34,12.48,2,10,9,2,28.5,15.9,1,2125.27,1760,1,Q4
30,Male,USA,Los Angeles,4.3,0,30.3,6.1,30.5,7,10,128.35,3,46.8,5.9,10.2,4,3,41.3,14.2,3,1505.72,1066,0,Q3
48,Male,USA,Los Angeles,2.3,14,28.4,5.8,77,3,13,127.02,25,68.52,10.7,18.8,7,1,24.1,11.9,5,1059.96,750,0,Q4
43,Other,USA,Houston,3.8,14,31.5,8.2,52.9,5,15,128.28,7,52.6,4.5,17.3,5,1,36.3,23.4,3,2185.42,2966,0,Q2
44,Male,USA,Houston,1.3,9,15.2,7.4,61.7,0,10.4,85.72,91,32.28,9.3,6.3,5,2,27.8,15.6,4,607.92,2464,1,Q4
53,Male,USA,Chicago,0.6,14,27.6,8.3,44.9,8,10,129.82,69,31.3,15.3,21.2,11,2,21.8,22.9,2,1470.41,2517,0,Q1
23,Male,India,Bangalore,0.3,17,57,15.4,41.6,8,20,99.42,5,26.5,10.3,36.4,3,10,48.6,28.7,2,1595.36,2385,1,Q3
33,Male,USA,New York,5.9,6,19.1,7.9,51.2,,11.7,156.16,6,35.28,0.8,17.5,8,3,14.5,21.4,4,1590.71,1661,0,Q4
45,Female,India,Chennai,1.7,7,31.2,11.2,46.4,5,24.7,106.56,27,62.16,,18.7,2,2,39,25.3,1,1925.05,,0,Q4
,Male,USA,New York,2,17,33.5,9.1,42.6,10,20,155.01,63,29.1,12.7,33.7,7,5,37.6,13.5,3,3416.52,,1,Q1
47,Male,USA,Houston,2.4,14,48,14.7,22.6,,20.8,172.08,0,48.12,1.3,22.1,6,6,33.1,18.6,2,2453.66,1775,1,Q4
51,Female,USA,Chicago,3,10,32,9.6,57.4,3,19,197.71,28,43.6,9.2,0,8,3,36,21.7,1,3887.89,2744,1,Q1
36,Female,India,Delhi,2.2,14,31.2,9.3,46,4,15,117.84,27,17.3,7.4,37.7,3,4,55.1,25.9,1,1871.96,0,0,Q1
42,Male,USA,Chicago,5.6,16,22.7,9.5,45.9,2,8,159.95,1,36.9,6.2,17.5,7,0,17.1,13.7,3,1112.49,1320,0,Q2
40,Female,USA,Houston,4.8,1,,7.8,66.2,3,9,109.31,25,,1.6,1.5,5,1,,13,3,909.09,,0,Q1
29,Female,USA,Houston,2.6,15,28.4,7.6,57.2,8,13,127.28,4,27.2,11.3,4.7,7,2,68.4,18.5,2,1594.49,808,0,Q1
44,Female,USA,Phoenix,3.6,12,16,9,58.1,3,9,165.89,56,,,31.6,5,1,,,2,1288.21,3946,0,Q3
40,Male,USA,Phoenix,6.5,16,37.1,,40.4,,18,160.68,,79.4,5.1,39.7,5,6,39.2,31.8,1,2901.72,,0,Q3
40,Male,USA,Los Angeles,2.2,32,46.9,10,53,10,17,99.87,,2.2,3.6,41.9,6,10,71.8,34.6,3,1414.08,,0,Q1
51,Female,USA,Chicago,0.4,11,25.2,3.3,66.7,5,14.3,254.43,35,,9.2,1.4,8,1,16,8.6,3,2770.56,247,1,Q4
45,Male,USA,New York,2.9,32,31.9,10,37.9,,14,122.39,116,56.7,7.6,35.8,6,5,33.7,27.3,2,1823.82,3825,1,Q3
36,Male,India,Delhi,2.5,8,39.3,12.9,41.9,4,18,108.88,31,2.8,1.1,28.7,2,1,52.1,26.8,2,2019.21,2662,0,Q1
47,Female,USA,New York,3.2,23,48.1,19,12.5,16,22,52.8,41,46.6,4,44.7,0,6,60.2,35.3,2,1183.19,3831,0,Q2
51,Female,USA,New York,6.8,11,19.8,10.6,58.8,7,14.3,211.61,26,33.12,24.1,16.9,8,2,47.9,19,3,2432.99,1392,1,Q4
45,Female,USA,Chicago,2.6,11,31.4,14.1,73.4,2,8,91.75,8,28.9,17.3,16.8,6,0,30.2,5,1,849.12,2725,0,Q3
18,Female,India,Hyderabad,1.9,17,34.6,10.5,37.3,6,18,107.91,0,86,5.5,27.1,10,3,43.4,25.9,1,1906.07,3209,1,Q3
21,Male,USA,Phoenix,0.9,3,19.5,2.6,38.9,1,8,53.8,10,6.6,1.7,27.7,10,1,17.2,12.2,2,390.37,1162,1,Q2
52,Female,USA,New York,4.5,3,24.4,7.5,66.6,2,13,111.06,13,64.3,0.6,,5,2,0,12,2,1524.36,0,0,Q2
38,Female,USA,Phoenix,1.2,19,24.2,8.4,68.4,4,7,84.8,17,,,8.2,8,0,9.2,16,5,507.15,2156,0,Q1
27,Female,USA,Los Angeles,3.5,40,54.9,18.7,21.7,8,33,110.27,49,45.8,0.4,38.2,1,8,82.3,33.9,1,3196.56,3963,0,Q3
42,Male,USA,Houston,3,9,32.5,10.1,65.3,,8,106.11,16,28.1,0.1,17.9,10,0,27.2,13.8,2,725.48,1883,0,Q2
69,Female,India,Hyderabad,1.4,12,35.7,11.2,51.5,3,18,108.43,6,59.6,11.3,33.1,1,1,7.9,24.3,2,1674.63,1483,0,Q1
,Male,USA,Chicago,1.3,18,44.5,13.2,16.1,6,13,90.31,2,74.4,2.7,22.1,4,3,67.3,,3,1009.34,2128,0,Q2
56,Female,USA,Houston,6.6,28,36.3,7.1,42.5,9,15,165.18,3,23.8,4.2,34.1,2,3,29.7,26.4,4,2786.83,3915,0,Q1
39,Female,USA,New York,1.9,18,31.7,10.7,49,,20,103.22,73,,0.4,22.6,6,,36,22.6,2,1839.58,2572,0,Q2
,Male,USA,Phoenix,2.3,3,13.8,5.7,77,2,9,147.13,4,81.3,3.2,26.9,6,1,0,,1,1507.82,1717,0,Q2
40,Female,USA,Phoenix,3.2,7,18,4.2,59.3,1,8,102.9,30,62.1,0.5,7,9,0,22.9,9.9,2,929.1,1843,0,Q3
,Female,USA,Phoenix,1.8,11,6.7,5.5,77.4,0,2,152.15,25,13.5,3.7,14.5,9,1,0,14.1,2,247.72,1486,1,Q3
30,Female,USA,New York,5.2,6,26.5,4.8,52.8,3,10,68.13,,25.9,3.5,16.2,7,1,50.7,19.5,1,760.17,2831,0,Q3
31,Male,USA,Chicago,1.3,3,20.2,2.6,80.8,0,6,68.21,22,63.2,2.4,,8,1,6.8,16,2,354.14,1405,1,Q3
46,Male,USA,Chicago,2.3,0,17.9,6.3,72.2,1,7,68.11,24,37.3,4.7,5.5,8,1,,0,2,559.7,1078,1,Q2
32,Male,USA,Phoenix,1.3,16,40,12.6,44.6,,16,67.73,15,24.9,,51.9,1,2,31.4,23.5,3,916.49,2830,0,Q1
25,Male,USA,Houston,0.7,5,,9.4,68.1,4,13,60.75,110,19.9,0.1,19.7,6,2,,20,1,868.18,208,0,Q2
28,Male,USA,Los Angeles,0.4,10,23.3,7.9,52.4,4,10,119.54,8,,14.6,20.3,7,,21.7,20,3,1282.13,316,0,Q2
58,Female,USA,New York,0.7,0,10.4,4.6,67.5,1,11,166.53,53,52.9,16,10.4,6,1,0,12.3,2,2039.91,1633,1,Q2
23,Male,USA,Chicago,2.4,8,36.2,10.9,63,11,19,57.33,33,15.4,7.3,36.8,4,,58.6,24.9,1,1183.7,4249,1,Q2
67,Male,USA,Phoenix,2.7,17,33.5,6.1,66.5,5,11,118.88,6,28.7,4.6,16,7,2,31.3,14,2,1335.74,2502,0,Q2
27,Male,USA,Houston,0.4,11,39,12.4,41.1,6,24,85.75,20,6.9,6.9,25,7,4,51.8,19.6,2,2019.8,3684,1,Q2
50,Female,USA,Los Angeles,0.1,10,29.7,13.8,56.4,7,14,75.27,32,37.5,7.4,34.5,5,4,32.8,23.5,2,1054.27,3289,0,Q2
24,Female,USA,Houston,1.3,17,35.2,13,53,4,17,52.77,4,53.8,3.8,29.5,5,4,43.1,21,2,839.91,2561,0,Q1
,Female,USA,Phoenix,5.8,19,35.1,14,52.1,8,15,109.68,70,35.1,2.9,36.5,7,4,39.5,28.3,3,1435.8,1884,0,Q3
37,Male,USA,Phoenix,8,9,14.6,3.6,73.3,1,4,79.73,69,24.9,0.7,21,9,3,,15.6,1,287.49,0,1,Q1
24,Male,India,Chennai,0.4,4,8.2,6.6,63.9,2,9,96.33,7,35.5,2.1,9.9,3,1,13.9,12.1,1,821.39,,0,Q3
28,Male,USA,Los Angeles,3.1,18,33.9,11,51.8,6,21,164.43,1,74.9,1.5,17.7,3,0,68.1,23.8,5,3254.26,3809,0,Q1
